,GLOBAL_INDEX,WORD,AFFIX,NOUN_CLASS,DESCRIPTION,POS,PAGE-COLUMN,FULL_ENTRY,FAILED,WORD_CLEAN,AFFIX_CLEAN,FULL_ENTRY_CLEAN
870,870,urubáriro,im,11|f0,branchages flexibles entrelacés espaçant les perches de la toiture dune hutte.,n.,P27-C2,"urubáriro, im, 11|f0, branchages flexibles entrelacés espaçant les perches de la toiture dune hutte.",False,urubáriro,im,"urubáriro, im, 11|f0, branchages flexibles entrelacés espaçant les perches de la toiture dune hutte."
876,876,baru,(inv.),,onomatopée imitant le bruit d'une flèche quittant l'arc.,n.,P27-C2,"baru, (inv.), (cfr -báruk-), onomatopée imitant le bruit d'une flèche quittant l'arc.",False,baru,(inv.),"baru, (inv.), (cfr -báruk-), onomatopée imitant le bruit d'une flèche quittant l'arc."
905,905,umubatàâma,imi,3|4,La décoction des feuilles cuites sert de vulnéraire.,n.,P28-C1,"umubatàâma, imi, 3|4, Borreria dibrachiata (OLiv.) K. ScuumĪm. — La décoction des feuilles cuites sert de vulnéraire.",False,umubatàma,imi,"umubatàma, imi, 3|4, Borreria dibrachiata (OLiv.) K. ScuumĪm. — La décoction des feuilles cuites sert de vulnéraire."
910,910,ikibāti,ibi,,"plat de la lance, de l'épée",n.,P28-C1,"ikibāti, ibi, (cfr -bāt-), plat de la lance, de l'épée,",False,ikibāti,ibi,"ikibāti, ibi, (cfr -bāt-), plat de la lance, de l'épée,"
911,911,akabāti,utu,12l13,armoire,n.,P28-C1,"akabāti, utu, 12l13, (de angl. cupboard), armoire.",False,akabāti,utu,"akabāti, utu, 12l13, (de angl. cupboard), armoire."
919,919,imbatûira,G|,10,La racine séchée et pulvérisée sert à soulager les maux de poitrine et est utilisée en lavement contre le pian.,n.,P28-C1,"imbatûira, G|10, Senecio mMaranguensis O. HorfM; Crassocephalum sp. La racine (v. umubāzano), séchée, pulvérisée sert à solgner les maux de poitrine et est utilisée en lavement contre le pian. Doses: une petite cuillerée matin et soir.",False,imbatûira,G|,"imbatûira, G|10, Senecio mMaranguensis O. HorfM; Crassocephalum sp. La racine (v. umubāzano), séchée, pulvérisée sert à solgner les maux de poitrine et est utilisée en lavement contre le pian. Doses: une petite cuillerée matin et soir."
929,929,udukānyàmbavu,f3,10,tordre,v.,P28-C2,"udukānyàmbavu, f3, Gkâny- tordre, égoutter -bavu 10 cōtes), bière. Syn. urukănywaa,",False,udukānyàmbavu,f3,"udukānyàmbavu, f3, Gkâny- tordre, égoutter -bavu 10 cōtes), bière. Syn. urukănywaa,"
930,930,ikinyembavu,7,9,point de côté,n.,P28-C2,"ikinyembavu, 7, (cfr -bavu 9), point de côté. Syu. igisonga. Var. ikinyarubavu.",False,ikinyembavu,7,"ikinyembavu, 7, (cfr -bavu 9), point de côté. Syu. igisonga. Var. ikinyarubavu."
934,934,ikinyarubavu,ibi,718,point de côté,n,P28-C2,"ikinyarubavu, ibi, 718, (cfr -bavu 11), point de côté, Var. ikinyembavu.",False,ikinyarubavu,ibi,"ikinyarubavu, ibi, 718, (cfr -bavu 11), point de côté, Var. ikinyembavu."
938,938,ibâvu,ama,,ampoule,n.,P28-C2,"ibâvu, ama, ampoule, cal. || Difficultés. Ibâvu ryumushaha, souffrance morale.",False,ibâvu,ama,"ibâvu, ama, ampoule, cal. || Difficultés. Ibâvu ryumushaha, souffrance morale."
945,945,ibàâyi,ama,5j6,akène de lErlangea spissa,n.,P29-C1,"ibàâyi, ama, 5j6, akène de lErlangea spissa S. Moore, umubcbe. || Kwandura ibâyi mwibágara, être malade au moment où l'on s'occupe’ des travaux des champs. || Kubâ ibâyi, ĉtre intelligent; garder un silence méprisant.",False,ibàyi,ama,"ibàyi, ama, 5j6, akène de lErlangea spissa S. Moore, umubcbe. || Kwandura ibâyi mwibágara, être malade au moment où l'on s'occupe’ des travaux des champs. || Kubâ ibâyi, ĉtre intelligent; garder un silence méprisant."
967,967,imbāzo,bāz,9lji0,herminette.,n.,P29-C2,"imbāzo, 9lji0, (cfr -bāz), herminette. Syn. akaryânkwí. M.R.A.C. 41.698, 41.700, 41.704.",False,imbāzo,bāz,"imbāzo, 9lji0, (cfr -bāz), herminette. Syn. akaryânkwí. M.R.A.C. 41.698, 41.700, 41.704."
973,973,umube,imi.,344,renvoi,n.,P29-C2,"umube, imi., 344, renvoi, rot. Gutúra umube ou imibe, avoir des renvois.",False,umube,imi.,"umube, imi., 344, renvoi, rot. Gutúra umube ou imibe, avoir des renvois."
975,975,imbeba,Raffus,,"rat rongeur: souris, cobave",n.,P29-C2,"imbeba, Raffus LINNÉ, rat rongeur: souris, cobave. Prov. 54, 67, 97, 292, 867-871, 1861, 3463, 3164, 3749.",False,imbeba,Raffus,"imbeba, Raffus LINNÉ, rat rongeur: souris, cobave. Prov. 54, 67, 97, 292, 867-871, 1861, 3463, 3164, 3749."
978,978,amasurúbeba,6,,scrotum des petits animaux ou des petits enfants,n.,P29-C2,"amasurúbeba, 6, scrotum des petits animaux ou des petits enfants. Syn. amasúrubwá.",False,amasurúbeba,6,"amasurúbeba, 6, scrotum des petits animaux ou des petits enfants. Syn. amasúrubwá."
987,987,Rubëbe,ia,11,"honteux, déshonorant, fruit sec (fig.), nom donné au roi lorsque dans son pays sévit la famine.",adj.,P30-C1,"Rubëbe, ia, (préf. 11), (cfr -bébēr-), honteux, déshonorant, fruit sec (fig.), nom donné au roi lorsque dans son pays sévit la famine. Ant. Bihēko.",False,Rubëbe,ia,"Rubëbe, ia, (préf. 11), (cfr -bébēr-), honteux, déshonorant, fruit sec (fig.), nom donné au roi lorsque dans son pays sévit la famine. Ant. Bihēko."
1002,1002,urubega,in,11H10,pagne de cérémonie noué sur péplum.,n.,P30-C1,"urubega, in, 11H10, pagne de cérémonie noué sur péplum. Syn. imigwêbēro, immyêndāro.",False,urubega,in,"urubega, in, 11H10, pagne de cérémonie noué sur péplum. Syn. imigwêbēro, immyêndāro."
1050,1050,kubėéêra,(inv.),,à cause de.,prep.,P31-C1,"kubėéêra, (inv.), (cfr -bêr-), à cause de. Kubêra iki ?, pour quelle raison ? Gufyûra amâgso kubêra ubwôba, écarquiller les yeux de peur, avoir les yeux hagards. Barayibóona rēró bakagannnya kubêra amapfá ahóra atêra bââbuze umukuru kubêra ukugândāra, on voyait cette (étoile) et on se lamentait sur la famine Qui survendit totujours après lg mori d'un grand à cause du deuil.",False,kubėra,(inv.),"kubėra, (inv.), (cfr -bêr-), à cause de. Kubêra iki ?, pour quelle raison ? Gufyûra amâgso kubêra ubwôba, écarquiller les yeux de peur, avoir les yeux hagards. Barayibóona rēró bakagannnya kubêra amapfá ahóra atêra bââbuze umukuru kubêra ukugândāra, on voyait cette (étoile) et on se lamentait sur la famine Qui survendit totujours après lg mori d'un grand à cause du deuil."
1102,1102,ikibero,ibi,,face externe de la cuisse,n.,P32-C2,"ikibero, ibi, (cfr -bérur-), face externe de la cuisse. Ku kibero, dans le giron. Ku bibero, sur les genoux, dans le giron. Kubûmba ibiberoo, s'asseoir décemmenl. || Paroi externe de la hutte, saillie de chaque côté de l'entrée. Prov. 295.",False,ikibero,ibi,"ikibero, ibi, (cfr -bérur-), face externe de la cuisse. Ku kibero, dans le giron. Ku bibero, sur les genoux, dans le giron. Kubûmba ibiberoo, s'asseoir décemmenl. || Paroi externe de la hutte, saillie de chaque côté de l'entrée. Prov. 295."
1134,1134,amabèėte,ó,,"attitude grossière, rusticité, muflerie",n.,P33-C2,"amabèėte, ó, attitude grossière, rusticité, muflerie. Syn. umunângarazo,",False,amabète,ó,"amabète, ó, attitude grossière, rusticité, muflerie. Syn. umunângarazo,"
1140,1140,urubėvu,im,,balte d'éleusine,n.,P33-C2,"urubėvu, im, (cfr -bévur-) balte d'éleusine.",False,urubėvu,im,"urubėvu, im, (cfr -bévur-) balte d'éleusine."
1161,1161,akabêzi,utu,1213,hachette,n.,P33-C2,"akabêzi, utu, 1213, hachette, Syn. agacâbiti, akamarabwira. M.R.A.C. 41.701.",False,akabêzi,utu,"akabêzi, utu, 1213, hachette, Syn. agacâbiti, akamarabwira. M.R.A.C. 41.701."
1170,1170,nââbí,(inv.),,mal.,n.,P34-C1,"nââbí, (inv.) (cfr inâbí 9) mal Kugira nâbí, agir mal. Umwâna wûrwânââbi, un enfant malportani. Bitāyèko azāgōrwa, azōhanwa, bazāūmwica nâbí, eż: de plus, il aura des malheurs, il sera châtié, on le maltraitera. Yarāharímye nââbí nâbí, il a cultivé ce coin négligemmenti. Prov. 3473, 3499.",False,nâbí,(inv.),"nâbí, (inv.) (cfr inâbí 9) mal Kugira nâbí, agir mal. Umwâna wûrwânââbi, un enfant malportani. Bitāyèko azāgōrwa, azōhanwa, bazāūmwica nâbí, eż: de plus, il aura des malheurs, il sera châtié, on le maltraitera. Yarāharímye nââbí nâbí, il a cultivé ce coin négligemmenti. Prov. 3473, 3499."
1182,1182,ibîbí,bibi,5,maladie du charbon,n.,P34-C2,"ibîbí, 5, (cfr bibi), maladie du charbon. || Ouerelle au sujet d'un hériiage. Ibbi ribí ntirishirá, qui a fait un grand hérilage a toujours des envieux.",False,ibîbí,bibi,"ibîbí, 5, (cfr bibi), maladie du charbon. || Ouerelle au sujet d'un hériiage. Ibbi ribí ntirishirá, qui a fait un grand hérilage a toujours des envieux."
1195,1195,ikibigu,ibi,"7(8, (cfr -bigur-))",objet ébréché,n.,P35-C1,"ikibigu, ibi, 7(8, (cfr -bigur-), objet ébréché, entaille.",False,ikibigu,ibi,"ikibigu, ibi, 7(8, (cfr -bigur-), objet ébréché, entaille."
1205,1205,somàmbīké,bāsómàmbīké,,"bois de cette bière qui ne m'appartient pas, mais laisse un petit fond que je vâis ranger.",n.,P35-C1,"somàmbīké, bāsómàmbīké, lalža, (som- boire, -bîk- ranger, au subjonctif; le sens de ce mot complexe est: «bois de cette bière qui ne m'appartient pas, mais laisse un petit fond que je vâis ranger», autrement dit: je chaparde en ta faveur), ami intime. Ni somàmbïiké kurií je, cesi mon ami intime. Syn. akadásohóka.",False,somàmbīké,bāsómàmbīké,"somàmbīké, bāsómàmbīké, lalža, (som- boire, -bîk- ranger, au subjonctif; le sens de ce mot complexe est: «bois de cette bière qui ne m'appartient pas, mais laisse un petit fond que je vâis ranger», autrement dit: je chaparde en ta faveur), ami intime. Ni somàmbïiké kurií je, cesi mon ami intime. Syn. akadásohóka."
1219,1219,Umubiligi,Aba,112,Belge.,n.,P35-C2,"Umubiligi, Aba, 112, (fr.), Belge.",False,Umubiligi,Aba,"Umubiligi, Aba, 112, (fr.), Belge."
1313,1313,Abanyambizi,ż,,famille de Tutsi,n.,P37-C2,"Abanyambizi, ż, famille de Tutsi,",False,Abanyambizi,ż,"Abanyambizi, ż, famille de Tutsi,"
1342,1342,umuujáburàmbóga,aba,,prendre ja nourriture dans la marmite,v.,P38-C2,"umuujáburàmbóga, aba, (-jabur- prendre ja nourriture dans la marmite, -bòga 9 légume). Umuja w'umujáburàâmboóga, un grossier perSonnage. .",False,umujáburàmbóga,aba,"umujáburàmbóga, aba, (-jabur- prendre ja nourriture dans la marmite, -bòga 9 légume). Umuja w'umujáburàâmboóga, un grossier perSonnage. ."
1357,1357,akabogi,utu,1213,"caleçon, cache-sexe, slip",n.,P38-C2,"akabogi, utu, (sw.), 1213, caleçon, cache-sexe, slip. Syn. ikaboka. buffle : Syncerus caffer. « Kamínimíni kā Mísigimbo bati tēra imbògo ya múkurwawe; ati uwó mudaseká ntimúyāge ntúmurasíra agasiga kunâma, on dit à K. fils de M.: abats le buffle de ton grand frère. Il répond: on ne tire pas l'aiglon qui est perché sur de celui avec qui on est en froid.» Même rendre service aux ëtrangers ou Aux ennemis est imprudent.",False,akabogi,utu,"akabogi, utu, (sw.), 1213, caleçon, cache-sexe, slip. Syn. ikaboka. buffle : Syncerus caffer. « Kamínimíni kā Mísigimbo bati tēra imbògo ya múkurwawe; ati uwó mudaseká ntimúyāge ntúmurasíra agasiga kunâma, on dit à K. fils de M.: abats le buffle de ton grand frère. Il répond: on ne tire pas l'aiglon qui est perché sur de celui avec qui on est en froid.» Même rendre service aux ëtrangers ou Aux ennemis est imprudent."
1404,1404,kubômboranya,nije,9|10,faire cogner,v.,P40-C1,"kubômboranya, nije, (cfr -bômboōran-), entrechoquer, faire cogner. Syn. kubômbaguranya.",False,kubômboranya,nije,"kubômboranya, nije, (cfr -bômboōran-), entrechoquer, faire cogner. Syn. kubômbaguranya."
1424,1424,Sêbibondoo,la,,"le Créateur, Dieu.",n.,P40-C2,"Sêbibondoo, la, (cfr -bondo 8), le Créateur, Dieu. TROUWBORST 155,",False,Sêbibondo,la,"Sêbibondo, la, (cfr -bondo 8), le Créateur, Dieu. TROUWBORST 155,"
1475,1475,Kiborérwa,la,,surnom de l'ivrogne: pochard,n.,P42-C1,"Kiborérwa, la, (cfr -borerw-), surnom de l'ivrogne: pochard,",False,Kiborérwa,la,"Kiborérwa, la, (cfr -borerw-), surnom de l'ivrogne: pochard,"
1504,1504,ikibúgu,ib),7|8,jeu genre trictrac,n.,P43-C2,"ikibúgu, ib), 7l8, (cfr -búgur-), jeu genre trictrac.",False,ikibúgu,ib),"ikibúgu, ib), 7l8, (cfr -búgur-), jeu genre trictrac."
1560,1560,rubûndá,1ta,,passer la nuit à la belle étoile,v.,P45-C1,"rubûndá, 1ta, (cfr -bûnd-), à la manière lun chiot. Kurâra rubûndá, passer la nuit à la belle étoile, n'avoir ni feu ni lieu. Syn. kurâraguza.",False,rubûndá,1ta,"rubûndá, 1ta, (cfr -bûnd-), à la manière lun chiot. Kurâra rubûndá, passer la nuit à la belle étoile, n'avoir ni feu ni lieu. Syn. kurâraguza."
1566,1566,akabûndaro,utu,1213,"cachette, abri.",n.,P45-C1,"akabûndaro, utu, 1213, (cfr -bûndār-), cachette, abri. Syn. akîbeto.",False,akabûndaro,utu,"akabûndaro, utu, 1213, (cfr -bûndār-), cachette, abri. Syn. akîbeto."
1606,1606,ikibūngu,ibi,,"tumeur qui affecte les articulations (dessus de la mâchoire, du genou).",n.,P46-C1,"ikibūngu, ibi, (cfr -bûngūk-), tumeur qui affecte les articulations (dessus de la mâchoire, du genou).",False,ikibūngu,ibi,"ikibūngu, ibi, (cfr -bûngūk-), tumeur qui affecte les articulations (dessus de la mâchoire, du genou)."
1625,1625,'cāburé,(inv.),,"ou, ou bien.",conj,P47-C2,"'cāburé, (inv.), oun, ou bien. Syn. kīburé, 'canké. Umuhbŭngu câburé umukōbwa, un garcon ou une fille.",False,'cāburé,(inv.),"'cāburé, (inv.), oun, ou bien. Syn. kīburé, 'canké. Umuhbŭngu câburé umukōbwa, un garcon ou une fille."
1626,1626,kīburé,(kiburé),,"Ot, ou bien.",conj,P47-C2,"kīburé, (kiburé), (inv.), (cfr -búr-), Ot, ou bien. Itèká kiburé igōngo, ta forêt ou le bois. Iyó bakundá kuhagisbira, umwămi kīburé umugànwa yāma aháfise urugó n'abahútu barurărīra, si on s'y rend régulièrement potr la transhumance, le roi ou le chef y bâtit un kraal avec des servileurs pour lentretenir. Kugira ngo bamwïigāne kîburé bamutwěnge, afin de limiter ou de te ridiculiser.",False,kīburé,(kiburé),"kīburé, (kiburé), (inv.), (cfr -búr-), Ot, ou bien. Itèká kiburé igōngo, ta forêt ou le bois. Iyó bakundá kuhagisbira, umwămi kīburé umugànwa yāma aháfise urugó n'abahútu barurărīra, si on s'y rend régulièrement potr la transhumance, le roi ou le chef y bâtit un kraal avec des servileurs pour lentretenir. Kugira ngo bamwïigāne kîburé bamutwěnge, afin de limiter ou de te ridiculiser."
1627,1627,kumburé,(inv.),,"particule: ou, ou bien, peut-être, c'est possible.",part,P47-C2,"kumburé, nkumburé, (inv.), (cfr -búr-), particule: ou, ou bien, peut-être, c'esi possible. Syn. nkēká. Umubŭûngu kûmburé umukóýbwa, un jeune homme ou une jeune fille. Nkumburé nzōbikuzanira éjo, i est possible que je te les apporte demain, Nkēka kumburé wāvyibagiye, peui-éĉtre ignores-tuu cela ou bien tu las oublié.",False,kumburé,(inv.),"kumburé, nkumburé, (inv.), (cfr -búr-), particule: ou, ou bien, peut-être, c'esi possible. Syn. nkēká. Umubŭûngu kûmburé umukóýbwa, un jeune homme ou une jeune fille. Nkumburé nzōbikuzanira éjo, i est possible que je te les apporte demain, Nkēka kumburé wāvyibagiye, peui-éĉtre ignores-tuu cela ou bien tu las oublié."
1630,1630,ikibúribúri,ibi,,souffre une éruption cutanée.,v.,P47-C2,"ikibúribúri, ibi, gui souffre une éruption cutanée.",False,ikibúribúri,ibi,"ikibúribúri, ibi, gui souffre une éruption cutanée."
1631,1631,imibúribúri,(inv.),,"au moins, à défaut de mieux.",adv.,P47-C2,"imibúribúri, (inv.), au moins, à défaut de mieux. Imibúribúri wōronka n'utujumpu, si tu pouvais au moins obtenir des patates douces!",False,imibúribúri,(inv.),"imibúribúri, (inv.), au moins, à défaut de mieux. Imibúribúri wōronka n'utujumpu, si tu pouvais au moins obtenir des patates douces!"
1635,1635,ikiburírane,ibi,,"nouveau-né difforme, monstre.",n.,P47-C2,"ikiburírane, ibi, (cfr -búrir-), nouveau-né difforme, monstre. Syn. igihââmé.",False,ikiburírane,ibi,"ikiburírane, ibi, (cfr -búrir-), nouveau-né difforme, monstre. Syn. igihââmé."
1649,1649,Kaburûngu,la,,nain (sobriquet).,n.,P48-C1,"Kaburûngu, la, (préf. patr. ka-), (cfr -burûângu 12), nabot, nain (sobriquet).",False,Kaburûngu,la,"Kaburûngu, la, (préf. patr. ka-), (cfr -burûângu 12), nabot, nain (sobriquet)."
1670,1670,urubútiro,im,11,poison; produit amaigrissant.,n.,P48-C1,"urubútiro, im, HHO, (cfr -bátir-), poison; produit amaigrissant.",False,urubútiro,im,"urubútiro, im, HHO, (cfr -bátir-), poison; produit amaigrissant."
1672,1672,umubýúto,imi,34,tige de patate,n.,P48-C1,"umubýúto, imi, 34, (cfr -bútur-), bouture, tige de patate. Syn. umuvyuka.",False,umubýúto,imi,"umubýúto, imi, 34, (cfr -bútur-), bouture, tige de patate. Syn. umuvyuka."
